Currency, Amount, # of Basic Operations (Recursive), Execution Time (Recursive), # of Basic Operations (Recursive w/ Memoization), Execution Time (Recursive w/ Memoization), # of Basic Operations (Dynamic Programming), Execution Time (Dynamic Programming)
[1 3 8 15 74 129], 2, 2, 1e-05, 2, 1e-05, 2, 0.0 
[1 3 8 15 74 129], 3, 4, 1e-05, 4, 1e-05, 4, 1e-05 
[1 3 8 15 74 129], 4, 6, 1e-05, 5, 1e-05, 5, 1e-05 
[1 3 8 15 74 129], 5, 8, 1e-05, 6, 1e-05, 6, 1e-05 
[1 3 8 15 74 129], 6, 11, 2e-05, 8, 2e-05, 8, 1e-05 
[1 3 8 15 74 129], 7, 14, 2e-05, 9, 2e-05, 9, 1e-05 
[1 3 8 15 74 129], 8, 18, 3e-05, 11, 2e-05, 11, 1e-05 
[1 3 8 15 74 129], 9, 23, 3e-05, 13, 2e-05, 12, 1e-05 
[1 3 8 15 74 129], 10, 28, 4e-05, 14, 3e-05, 13, 1e-05 
[1 3 8 15 74 129], 11, 34, 4e-05, 16, 3e-05, 15, 1e-05 
[1 3 8 15 74 129], 12, 41, 5e-05, 18, 3e-05, 16, 2e-05 
[1 3 8 15 74 129], 13, 48, 6e-05, 19, 3e-05, 17, 2e-05 
[1 3 8 15 74 129], 14, 56, 8e-05, 21, 4e-05, 19, 2e-05 
[1 3 8 15 74 129], 15, 66, 8e-05, 24, 4e-05, 21, 2e-05 
[1 3 8 15 74 129], 16, 77, 9e-05, 26, 4e-05, 22, 2e-05 
[1 3 8 15 74 129], 17, 89, 0.00011, 28, 5e-05, 23, 2e-05 
[1 3 8 15 74 129], 18, 103, 0.00013, 30, 5e-05, 25, 2e-05 
[1 3 8 15 74 129], 19, 118, 0.00015, 32, 5e-05, 26, 2e-05 
[1 3 8 15 74 129], 20, 134, 0.00016, 34, 5e-05, 27, 3e-05 
[1 3 8 15 74 129], 21, 152, 0.00019, 36, 6e-05, 29, 3e-05 
[1 3 8 15 74 129], 22, 171, 0.0002, 38, 5e-05, 30, 3e-05 
[1 3 8 15 74 129], 23, 192, 0.00023, 41, 6e-05, 32, 3e-05 
[1 3 8 15 74 129], 24, 216, 0.00025, 44, 7e-05, 33, 3e-05 
[1 3 8 15 74 129], 25, 241, 0.00029, 46, 7e-05, 34, 3e-05 
[1 3 8 15 74 129], 26, 268, 0.00032, 48, 7e-05, 36, 3e-05 
[1 3 8 15 74 129], 27, 298, 0.00035, 50, 7e-05, 37, 3e-05 
[1 3 8 15 74 129], 28, 329, 0.0004, 52, 8e-05, 38, 4e-05 
[1 3 8 15 74 129], 29, 362, 0.00044, 54, 8e-05, 40, 4e-05 
[1 3 8 15 74 129], 30, 399, 0.00046, 57, 7e-05, 42, 4e-05 
[1 3 8 15 74 129], 31, 438, 0.00049, 60, 8e-05, 43, 4e-05 
[1 3 8 15 74 129], 32, 480, 0.00054, 63, 8e-05, 44, 4e-05 
[1 3 8 15 74 129], 33, 526, 0.00058, 65, 8e-05, 46, 4e-05 
[1 3 8 15 74 129], 34, 574, 0.00064, 67, 9e-05, 47, 4e-05 
[1 3 8 15 74 129], 35, 625, 0.0007, 69, 9e-05, 48, 4e-05 
[1 3 8 15 74 129], 36, 680, 0.00075, 71, 9e-05, 50, 4e-05 
[1 3 8 15 74 129], 37, 737, 0.00083, 73, 0.0001, 51, 5e-05 
[1 3 8 15 74 129], 38, 798, 0.00088, 76, 0.0001, 53, 5e-05 
[1 3 8 15 74 129], 39, 864, 0.00099, 79, 0.0001, 54, 5e-05 
[1 3 8 15 74 129], 40, 933, 0.00106, 82, 0.00011, 55, 5e-05 
[1 3 8 15 74 129], 41, 1006, 0.00114, 84, 0.00011, 57, 5e-05 
[1 3 8 15 74 129], 42, 1084, 0.00122, 86, 0.00012, 58, 5e-05 
[1 3 8 15 74 129], 43, 1165, 0.00132, 88, 0.00012, 59, 5e-05 
[1 3 8 15 74 129], 44, 1250, 0.0014, 90, 0.00012, 61, 5e-05 
[1 3 8 15 74 129], 45, 1341, 0.0015, 93, 0.00012, 63, 5e-05 
[1 3 8 15 74 129], 46, 1436, 0.00163, 96, 0.00013, 64, 5e-05 
[1 3 8 15 74 129], 47, 1536, 0.00176, 99, 0.00013, 65, 6e-05 
[1 3 8 15 74 129], 48, 1643, 0.00187, 102, 0.00013, 67, 6e-05 
[1 3 8 15 74 129], 49, 1754, 0.00204, 104, 0.00014, 68, 6e-05 
[1 3 8 15 74 129], 50, 1870, 0.00217, 106, 0.00015, 69, 7e-05 
[1 3 8 15 74 129], 51, 1993, 0.00232, 108, 0.00015, 71, 6e-05 
[1 3 8 15 74 129], 52, 2120, 0.00243, 110, 0.00014, 72, 6e-05 
[1 3 8 15 74 129], 53, 2253, 0.00255, 113, 0.00016, 74, 7e-05 
[1 3 8 15 74 129], 54, 2394, 0.00272, 116, 0.00015, 75, 7e-05 
[1 3 8 15 74 129], 55, 2540, 0.00289, 119, 0.00016, 76, 7e-05 
[1 3 8 15 74 129], 56, 2693, 0.00314, 122, 0.00016, 78, 7e-05 
[1 3 8 15 74 129], 57, 2854, 0.00329, 124, 0.00016, 79, 7e-05 
[1 3 8 15 74 129], 58, 3020, 0.00341, 126, 0.00016, 80, 7e-05 
[1 3 8 15 74 129], 59, 3193, 0.00364, 128, 0.00017, 82, 8e-05 
[1 3 8 15 74 129], 60, 3375, 0.00391, 131, 0.00018, 84, 7e-05 
[1 3 8 15 74 129], 61, 3563, 0.00409, 134, 0.00017, 85, 8e-05 
[1 3 8 15 74 129], 62, 3759, 0.00427, 137, 0.00018, 86, 7e-05 
[1 3 8 15 74 129], 63, 3965, 0.00457, 140, 0.0002, 88, 8e-05 
[1 3 8 15 74 129], 64, 4178, 0.00483, 143, 0.00019, 89, 8e-05 
[1 3 8 15 74 129], 65, 4399, 0.00514, 145, 0.0002, 90, 8e-05 
[1 3 8 15 74 129], 66, 4630, 0.00543, 147, 0.00019, 92, 8e-05 
[1 3 8 15 74 129], 67, 4868, 0.00561, 149, 0.0002, 93, 9e-05 
[1 3 8 15 74 129], 68, 5115, 0.00597, 152, 0.0002, 95, 9e-05 
[1 3 8 15 74 129], 69, 5373, 0.00631, 155, 0.00021, 96, 9e-05 
[1 3 8 15 74 129], 70, 5639, 0.00661, 158, 0.00021, 97, 9e-05 
[1 3 8 15 74 129], 71, 5915, 0.00695, 161, 0.00022, 99, 9e-05 
[1 3 8 15 74 129], 72, 6203, 0.0072, 164, 0.00022, 100, 9e-05 
[1 3 8 15 74 129], 73, 6499, 0.0075, 166, 0.00022, 101, 9e-05 
[1 3 8 15 74 129], 74, 6806, 0.008, 169, 0.00022, 104, 9e-05 
[1 3 8 15 74 129], 75, 7126, 0.00823, 172, 0.00023, 105, 0.0001 
[1 3 8 15 74 129], 76, 7455, 0.00872, 175, 0.00024, 106, 0.0001 
[1 3 8 15 74 129], 77, 7796, 0.00907, 178, 0.00023, 108, 9e-05 
[1 3 8 15 74 129], 78, 8151, 0.00967, 181, 0.00025, 109, 0.0001 
[1 3 8 15 74 129], 79, 8516, 0.01001, 184, 0.00025, 110, 0.0001 
[1 3 8 15 74 129], 80, 8894, 0.01037, 187, 0.00025, 112, 0.0001 
[1 3 8 15 74 129], 81, 9286, 0.01082, 189, 0.00025, 113, 0.0001 
[1 3 8 15 74 129], 82, 9689, 0.01129, 192, 0.00026, 115, 0.0001 
[1 3 8 15 74 129], 83, 10106, 0.01172, 195, 0.00026, 116, 0.0001 
[1 3 8 15 74 129], 84, 10538, 0.01223, 198, 0.00026, 117, 0.00011 
[1 3 8 15 74 129], 85, 10982, 0.01277, 201, 0.00025, 119, 0.0001 
[1 3 8 15 74 129], 86, 11441, 0.01329, 204, 0.00027, 120, 0.00011 
[1 3 8 15 74 129], 87, 11916, 0.01392, 207, 0.00028, 121, 0.00011 
[1 3 8 15 74 129], 88, 12404, 0.01455, 210, 0.00028, 123, 0.00011 
[1 3 8 15 74 129], 89, 12908, 0.0152, 213, 0.0003, 125, 0.00011 
[1 3 8 15 74 129], 90, 13430, 0.01597, 217, 0.00029, 126, 0.00011 
[1 3 8 15 74 129], 91, 13966, 0.01649, 220, 0.00028, 127, 0.00011 
[1 3 8 15 74 129], 92, 14519, 0.01721, 223, 0.0003, 129, 0.00012 
[1 3 8 15 74 129], 93, 15091, 0.01807, 226, 0.0003, 130, 0.00012 
[1 3 8 15 74 129], 94, 15678, 0.0184, 229, 0.0003, 131, 0.00012 
[1 3 8 15 74 129], 95, 16283, 0.01904, 232, 0.00031, 133, 0.00012 
[1 3 8 15 74 129], 96, 16908, 0.01974, 235, 0.0003, 134, 0.00012 
[1 3 8 15 74 129], 97, 17549, 0.0205, 238, 0.00031, 136, 0.00012 
[1 3 8 15 74 129], 98, 18210, 0.02146, 241, 0.00032, 137, 0.00012 
[1 3 8 15 74 129], 99, 18892, 0.02235, 244, 0.00034, 138, 0.00012 
[1 3 8 15 74 129], 100, 19591, 0.0232, 247, 0.00033, 140, 0.00013 
[1 3 8 15 74 129], 101, 20311, 0.02396, 250, 0.00033, 141, 0.00013 
[1 3 8 15 74 129], 102, 21053, 0.02501, 253, 0.00034, 142, 0.00013 
[1 3 8 15 74 129], 103, 21813, 0.02577, 256, 0.00033, 144, 0.00013 
[1 3 8 15 74 129], 104, 22596, 0.02706, 260, 0.00035, 146, 0.00013 
[1 3 8 15 74 129], 105, 23403, 0.02763, 264, 0.00035, 147, 0.00013 
[1 3 8 15 74 129], 106, 24230, 0.02877, 267, 0.00035, 148, 0.00013 
[1 3 8 15 74 129], 107, 25081, 0.0298, 270, 0.00037, 150, 0.00013 
[1 3 8 15 74 129], 108, 25957, 0.03085, 273, 0.00037, 151, 0.00014 
[1 3 8 15 74 129], 109, 26854, 0.03227, 276, 0.00038, 152, 0.00014 
[1 3 8 15 74 129], 110, 27776, 0.03328, 279, 0.00039, 154, 0.00014 
[1 3 8 15 74 129], 111, 28724, 0.0346, 282, 0.00039, 155, 0.00014 
[1 3 8 15 74 129], 112, 29695, 0.03544, 285, 0.00038, 157, 0.00014 
[1 3 8 15 74 129], 113, 30693, 0.03693, 288, 0.00039, 158, 0.00014 
[1 3 8 15 74 129], 114, 31719, 0.03826, 291, 0.00039, 159, 0.00014 
[1 3 8 15 74 129], 115, 32769, 0.03947, 294, 0.0004, 161, 0.00015 
[1 3 8 15 74 129], 116, 33847, 0.04091, 297, 0.00041, 162, 0.00015 
[1 3 8 15 74 129], 117, 34954, 0.0423, 300, 0.00039, 163, 0.00015 
[1 3 8 15 74 129], 118, 36086, 0.04337, 303, 0.0004, 165, 0.00015 
[1 3 8 15 74 129], 119, 37248, 0.04511, 307, 0.00042, 167, 0.00015 
[1 3 8 15 74 129], 120, 38442, 0.0465, 311, 0.00042, 168, 0.00015 
[1 3 8 15 74 129], 121, 39663, 0.04846, 314, 0.00043, 169, 0.00015 
[1 3 8 15 74 129], 122, 40916, 0.0498, 317, 0.00044, 171, 0.00016 
[1 3 8 15 74 129], 123, 42202, 0.05188, 320, 0.00045, 172, 0.00015 
[1 3 8 15 74 129], 124, 43516, 0.05348, 323, 0.00043, 173, 0.00016 
[1 3 8 15 74 129], 125, 44863, 0.05486, 326, 0.00045, 175, 0.00016 
[1 3 8 15 74 129], 126, 46244, 0.05684, 329, 0.00048, 176, 0.00017 
[1 3 8 15 74 129], 127, 47655, 0.05878, 332, 0.00045, 178, 0.00016 
[1 3 8 15 74 129], 128, 49102, 0.06018, 335, 0.00046, 179, 0.00017 
[1 3 8 15 74 129], 129, 50586, 0.06197, 339, 0.00049, 181, 0.00017 
[1 3 8 15 74 129], 130, 52102, 0.06369, 342, 0.00049, 182, 0.00016 
[1 3 8 15 74 129], 131, 53655, 0.06542, 345, 0.00049, 183, 0.00017 
[1 3 8 15 74 129], 132, 55246, 0.06711, 348, 0.00049, 185, 0.00017 
[1 3 8 15 74 129], 133, 56870, 0.06942, 351, 0.00049, 186, 0.00017 
[1 3 8 15 74 129], 134, 58533, 0.07129, 355, 0.00052, 187, 0.00018 
[1 3 8 15 74 129], 135, 60237, 0.07408, 359, 0.00048, 189, 0.00017 
[1 3 8 15 74 129], 136, 61977, 0.07574, 362, 0.00053, 190, 0.00018 
[1 3 8 15 74 129], 137, 63759, 0.07764, 365, 0.00051, 192, 0.00017 
[1 3 8 15 74 129], 138, 65584, 0.08083, 368, 0.00052, 193, 0.00018 
[1 3 8 15 74 129], 139, 67446, 0.08294, 371, 0.00052, 194, 0.00018 
[1 3 8 15 74 129], 140, 69351, 0.08544, 374, 0.00052, 196, 0.00018 
[1 3 8 15 74 129], 141, 71300, 0.08813, 377, 0.0005, 197, 0.00018 
[1 3 8 15 74 129], 142, 73288, 0.09023, 380, 0.00051, 198, 0.00018 
[1 3 8 15 74 129], 143, 75322, 0.09264, 383, 0.0005, 200, 0.00018 
[1 3 8 15 74 129], 144, 77404, 0.09469, 387, 0.00052, 202, 0.00018 
[1 3 8 15 74 129], 145, 79528, 0.09864, 390, 0.00054, 203, 0.00018 
[1 3 8 15 74 129], 146, 81700, 0.10161, 393, 0.00055, 204, 0.00019 
[1 3 8 15 74 129], 147, 83921, 0.10486, 396, 0.00055, 206, 0.00019 
[1 3 8 15 74 129], 148, 86186, 0.10775, 400, 0.00056, 208, 0.00019 
[1 3 8 15 74 129], 149, 88501, 0.1107, 404, 0.00055, 209, 0.0002 
[1 3 8 15 74 129], 150, 90868, 0.11332, 408, 0.0006, 210, 0.0002 
[1 2 5 10 20 50 100], 0, 0, 0.0, 0, 0.0, 0, 0.0 
[1 2 5 10 20 50 100], 1, 1, 1e-05, 1, 1e-05, 1, 0.0 
[1 2 5 10 20 50 100], 2, 3, 1e-05, 3, 1e-05, 3, 0.0 
[1 2 5 10 20 50 100], 3, 5, 1e-05, 4, 1e-05, 4, 0.0 
[1 2 5 10 20 50 100], 4, 8, 1e-05, 6, 1e-05, 6, 1e-05 
[1 2 5 10 20 50 100], 5, 12, 2e-05, 8, 1e-05, 8, 1e-05 
[1 2 5 10 20 50 100], 6, 17, 2e-05, 10, 2e-05, 9, 1e-05 
[1 2 5 10 20 50 100], 7, 23, 3e-05, 12, 2e-05, 11, 1e-05 
[1 2 5 10 20 50 100], 8, 30, 4e-05, 14, 2e-05, 12, 1e-05 
[1 2 5 10 20 50 100], 9, 38, 4e-05, 16, 2e-05, 14, 1e-05 
[1 2 5 10 20 50 100], 10, 49, 6e-05, 20, 3e-05, 17, 1e-05 
[1 2 5 10 20 50 100], 11, 61, 7e-05, 22, 3e-05, 18, 1e-05 
[1 2 5 10 20 50 100], 12, 76, 9e-05, 24, 3e-05, 20, 2e-05 
[1 2 5 10 20 50 100], 13, 92, 0.00011, 26, 4e-05, 21, 2e-05 
[1 2 5 10 20 50 100], 14, 111, 0.00013, 28, 4e-05, 23, 2e-05 
[1 2 5 10 20 50 100], 15, 133, 0.00015, 31, 4e-05, 25, 2e-05 
[1 2 5 10 20 50 100], 16, 158, 0.00018, 33, 4e-05, 26, 2e-05 
[1 2 5 10 20 50 100], 17, 186, 0.00021, 35, 5e-05, 28, 2e-05 
[1 2 5 10 20 50 100], 18, 217, 0.00024, 37, 5e-05, 29, 2e-05 
[1 2 5 10 20 50 100], 19, 251, 0.00028, 39, 5e-05, 31, 2e-05 
[1 2 5 10 20 50 100], 20, 292, 0.00033, 44, 5e-05, 35, 3e-05 
[1 2 5 10 20 50 100], 21, 336, 0.00037, 46, 6e-05, 36, 3e-05 
[1 2 5 10 20 50 100], 22, 387, 0.00044, 48, 7e-05, 38, 3e-05 
[1 2 5 10 20 50 100], 23, 441, 0.0005, 50, 7e-05, 39, 3e-05 
[1 2 5 10 20 50 100], 24, 502, 0.00058, 52, 7e-05, 41, 3e-05 
[1 2 5 10 20 50 100], 25, 570, 0.00064, 55, 8e-05, 43, 4e-05 
[1 2 5 10 20 50 100], 26, 645, 0.00073, 57, 8e-05, 44, 4e-05 
[1 2 5 10 20 50 100], 27, 727, 0.00081, 59, 8e-05, 46, 4e-05 
[1 2 5 10 20 50 100], 28, 816, 0.00092, 61, 8e-05, 47, 4e-05 
[1 2 5 10 20 50 100], 29, 912, 0.00103, 63, 8e-05, 49, 4e-05 
[1 2 5 10 20 50 100], 30, 1021, 0.00113, 67, 8e-05, 52, 4e-05 
[1 2 5 10 20 50 100], 31, 1137, 0.00127, 69, 9e-05, 53, 5e-05 
[1 2 5 10 20 50 100], 32, 1266, 0.00141, 71, 9e-05, 55, 4e-05 
[1 2 5 10 20 50 100], 33, 1402, 0.00154, 73, 9e-05, 56, 4e-05 
[1 2 5 10 20 50 100], 34, 1551, 0.00168, 75, 9e-05, 58, 4e-05 
[1 2 5 10 20 50 100], 35, 1713, 0.00185, 78, 9e-05, 60, 5e-05 
[1 2 5 10 20 50 100], 36, 1888, 0.00205, 80, 0.0001, 61, 5e-05 
[1 2 5 10 20 50 100], 37, 2076, 0.00225, 82, 0.0001, 63, 5e-05 
[1 2 5 10 20 50 100], 38, 2277, 0.00248, 84, 0.0001, 64, 5e-05 
[1 2 5 10 20 50 100], 39, 2491, 0.0027, 86, 0.0001, 66, 5e-05 
[1 2 5 10 20 50 100], 40, 2727, 0.00296, 91, 0.00011, 70, 5e-05 
[1 2 5 10 20 50 100], 41, 2976, 0.00322, 93, 0.00011, 71, 5e-05 
[1 2 5 10 20 50 100], 42, 3247, 0.0035, 95, 0.00012, 73, 6e-05 
[1 2 5 10 20 50 100], 43, 3531, 0.00382, 97, 0.00012, 74, 6e-05 
[1 2 5 10 20 50 100], 44, 3837, 0.00418, 99, 0.00013, 76, 6e-05 
[1 2 5 10 20 50 100], 45, 4165, 0.0045, 102, 0.00013, 78, 6e-05 
[1 2 5 10 20 50 100], 46, 4515, 0.00496, 104, 0.00013, 79, 6e-05 
[1 2 5 10 20 50 100], 47, 4887, 0.00538, 106, 0.00013, 81, 6e-05 
[1 2 5 10 20 50 100], 48, 5281, 0.00574, 108, 0.00014, 82, 6e-05 
[1 2 5 10 20 50 100], 49, 5697, 0.0062, 110, 0.00014, 84, 6e-05 
[1 2 5 10 20 50 100], 50, 6148, 0.00666, 115, 0.00015, 88, 7e-05 
[1 2 5 10 20 50 100], 51, 6621, 0.00719, 117, 0.00015, 89, 7e-05 
[1 2 5 10 20 50 100], 52, 7129, 0.00786, 119, 0.00016, 91, 8e-05 
[1 2 5 10 20 50 100], 53, 7659, 0.00855, 121, 0.00015, 92, 7e-05 
[1 2 5 10 20 50 100], 54, 8224, 0.00897, 123, 0.00015, 94, 7e-05 
[1 2 5 10 20 50 100], 55, 8824, 0.00967, 126, 0.00016, 96, 8e-05 
[1 2 5 10 20 50 100], 56, 9459, 0.01044, 128, 0.00016, 97, 8e-05 
[1 2 5 10 20 50 100], 57, 10129, 0.01113, 130, 0.00016, 99, 7e-05 
[1 2 5 10 20 50 100], 58, 10834, 0.01194, 132, 0.00016, 100, 8e-05 
[1 2 5 10 20 50 100], 59, 11574, 0.01275, 134, 0.00017, 102, 8e-05 
[1 2 5 10 20 50 100], 60, 12367, 0.01353, 139, 0.00017, 105, 8e-05 
[1 2 5 10 20 50 100], 61, 13195, 0.01448, 141, 0.00018, 106, 8e-05 
[1 2 5 10 20 50 100], 62, 14076, 0.01553, 143, 0.00018, 108, 9e-05 
[1 2 5 10 20 50 100], 63, 14992, 0.01661, 145, 0.00019, 109, 9e-05 
[1 2 5 10 20 50 100], 64, 15961, 0.01761, 147, 0.00019, 111, 8e-05 
[1 2 5 10 20 50 100], 65, 16983, 0.0187, 150, 0.00019, 113, 9e-05 
[1 2 5 10 20 50 100], 66, 18058, 0.02, 152, 0.00019, 114, 9e-05 
[1 2 5 10 20 50 100], 67, 19186, 0.02123, 154, 0.00019, 116, 9e-05 
[1 2 5 10 20 50 100], 68, 20367, 0.02246, 156, 0.00019, 117, 9e-05 
[1 2 5 10 20 50 100], 69, 21601, 0.02384, 158, 0.00019, 119, 9e-05 
[1 2 5 10 20 50 100], 70, 22912, 0.02538, 163, 0.00021, 123, 0.0001 
[1 2 5 10 20 50 100], 71, 24276, 0.02705, 165, 0.00021, 124, 0.0001 
[1 2 5 10 20 50 100], 72, 25717, 0.02867, 167, 0.00021, 126, 0.0001 
[1 2 5 10 20 50 100], 73, 27211, 0.03016, 169, 0.00021, 127, 0.0001 
[1 2 5 10 20 50 100], 74, 28782, 0.03181, 171, 0.00022, 129, 0.0001 
[1 2 5 10 20 50 100], 75, 30430, 0.0337, 174, 0.00022, 131, 0.0001 
[1 2 5 10 20 50 100], 76, 32155, 0.03579, 176, 0.00022, 132, 0.0001 
[1 2 5 10 20 50 100], 77, 33957, 0.03773, 178, 0.00022, 134, 0.00011 
[1 2 5 10 20 50 100], 78, 35836, 0.03987, 180, 0.00023, 135, 0.00011 
[1 2 5 10 20 50 100], 79, 37792, 0.04201, 182, 0.00023, 137, 0.0001 
[1 2 5 10 20 50 100], 80, 39856, 0.04428, 187, 0.00023, 140, 0.00011 
[1 2 5 10 20 50 100], 81, 41997, 0.04697, 189, 0.00024, 141, 0.00011 
[1 2 5 10 20 50 100], 82, 44246, 0.04947, 191, 0.00024, 143, 0.00012 
[1 2 5 10 20 50 100], 83, 46572, 0.05221, 193, 0.00024, 144, 0.00011 
[1 2 5 10 20 50 100], 84, 49006, 0.05523, 195, 0.00025, 146, 0.00012 
[1 2 5 10 20 50 100], 85, 51548, 0.05806, 198, 0.00025, 148, 0.00011 
[1 2 5 10 20 50 100], 86, 54198, 0.06137, 200, 0.00026, 149, 0.00012 
[1 2 5 10 20 50 100], 87, 56956, 0.06442, 202, 0.00025, 151, 0.00012 
[1 2 5 10 20 50 100], 88, 59822, 0.06757, 204, 0.00026, 152, 0.00012 
[1 2 5 10 20 50 100], 89, 62796, 0.07121, 206, 0.00027, 154, 0.00012 
[1 2 5 10 20 50 100], 90, 65917, 0.07476, 211, 0.00027, 158, 0.00013 
[1 2 5 10 20 50 100], 91, 69146, 0.07842, 213, 0.00029, 159, 0.00013 
[1 2 5 10 20 50 100], 92, 72522, 0.08198, 215, 0.00028, 161, 0.00013 
[1 2 5 10 20 50 100], 93, 76006, 0.08634, 217, 0.00028, 162, 0.00013 
[1 2 5 10 20 50 100], 94, 79637, 0.09073, 219, 0.00029, 164, 0.00013 
[1 2 5 10 20 50 100], 95, 83415, 0.09522, 222, 0.00029, 166, 0.00014 
[1 2 5 10 20 50 100], 96, 87340, 0.09923, 224, 0.00029, 167, 0.00013 
[1 2 5 10 20 50 100], 97, 91412, 0.10456, 226, 0.00029, 169, 0.00014 
[1 2 5 10 20 50 100], 98, 95631, 0.10848, 228, 0.0003, 170, 0.00014 
[1 2 5 10 20 50 100], 99, 99997, 0.11363, 230, 0.0003, 172, 0.00014 
[1 2 5 10 20 50 100], 100, 104560, 0.1187, 237, 0.0003, 177, 0.00013 
[1 2 5 10 20 50 100], 101, 109270, 0.12492, 239, 0.00032, 178, 0.00014 
[1 2 5 10 20 50 100], 102, 114177, 0.13006, 241, 0.00033, 180, 0.00015 
[1 2 5 10 20 50 100], 103, 119231, 0.13662, 243, 0.00031, 181, 0.00014 
[1 2 5 10 20 50 100], 104, 124482, 0.1429, 245, 0.00033, 183, 0.00015 
[1 2 5 10 20 50 100], 105, 129930, 0.14979, 248, 0.00034, 185, 0.00015 
[1 2 5 10 20 50 100], 106, 135575, 0.1554, 250, 0.00032, 186, 0.00014 
[1 2 5 10 20 50 100], 107, 141417, 0.16135, 252, 0.00034, 188, 0.00015 
[1 2 5 10 20 50 100], 108, 147456, 0.16912, 254, 0.00034, 189, 0.00015 
[1 2 5 10 20 50 100], 109, 153692, 0.17593, 256, 0.00033, 191, 0.00015 
[1 2 5 10 20 50 100], 110, 160187, 0.18356, 261, 0.00035, 194, 0.00016 
[1 2 5 10 20 50 100], 111, 166879, 0.19029, 263, 0.00035, 195, 0.00016 
[1 2 5 10 20 50 100], 112, 173830, 0.1987, 265, 0.00034, 197, 0.00016 
[1 2 5 10 20 50 100], 113, 180978, 0.2071, 267, 0.00035, 198, 0.00016 
[1 2 5 10 20 50 100], 114, 188385, 0.21763, 269, 0.00036, 200, 0.00017 
[1 2 5 10 20 50 100], 115, 196051, 0.22575, 272, 0.00036, 202, 0.00016 
[1 2 5 10 20 50 100], 116, 203976, 0.23646, 274, 0.00037, 203, 0.00016 
[1 2 5 10 20 50 100], 117, 212160, 0.24403, 276, 0.00037, 205, 0.00017 
[1 2 5 10 20 50 100], 118, 220603, 0.25534, 278, 0.00036, 206, 0.00016 
[1 2 5 10 20 50 100], 119, 229305, 0.26312, 280, 0.00037, 208, 0.00017 
[1 2 5 10 20 50 100], 120, 238343, 0.27383, 285, 0.00038, 212, 0.00017 
[1 2 5 10 20 50 100], 121, 247640, 0.28874, 287, 0.00038, 213, 0.00017 
[1 2 5 10 20 50 100], 122, 257273, 0.29563, 289, 0.00038, 215, 0.00017 
[1 2 5 10 20 50 100], 123, 267165, 0.30689, 291, 0.00038, 216, 0.00018 
[1 2 5 10 20 50 100], 124, 277393, 0.31942, 293, 0.00038, 218, 0.00017 
[1 2 5 10 20 50 100], 125, 287957, 0.33076, 296, 0.00039, 220, 0.00018 
[1 2 5 10 20 50 100], 126, 298857, 0.34375, 298, 0.00041, 221, 0.00018 
[1 2 5 10 20 50 100], 127, 310093, 0.36289, 300, 0.0004, 223, 0.00018 
[1 2 5 10 20 50 100], 128, 321665, 0.37268, 302, 0.0004, 224, 0.00018 
[1 2 5 10 20 50 100], 129, 333573, 0.38846, 304, 0.0004, 226, 0.00018 
[1 2 5 10 20 50 100], 130, 345910, 0.40725, 309, 0.00041, 229, 0.00019 
[1 2 5 10 20 50 100], 131, 358583, 0.41737, 311, 0.00041, 230, 0.00019 
[1 2 5 10 20 50 100], 132, 371685, 0.4343, 313, 0.00044, 232, 0.00019 
[1 2 5 10 20 50 100], 133, 385123, 0.44843, 315, 0.00043, 233, 0.00019 
[1 2 5 10 20 50 100], 134, 398990, 0.46562, 317, 0.00042, 235, 0.00019 
[1 2 5 10 20 50 100], 135, 413286, 0.48278, 320, 0.00043, 237, 0.00019 
[1 2 5 10 20 50 100], 136, 428011, 0.50249, 322, 0.00043, 238, 0.0002 
[1 2 5 10 20 50 100], 137, 443165, 0.52053, 324, 0.00044, 240, 0.00019 
[1 2 5 10 20 50 100], 138, 458748, 0.53656, 326, 0.00045, 241, 0.0002 
[1 2 5 10 20 50 100], 139, 474760, 0.55659, 328, 0.00045, 243, 0.00021 
[1 2 5 10 20 50 100], 140, 491313, 0.57887, 333, 0.00045, 247, 0.0002 
[1 2 5 10 20 50 100], 141, 508295, 0.59801, 335, 0.00046, 248, 0.0002 
[1 2 5 10 20 50 100], 142, 525818, 0.62129, 337, 0.00047, 250, 0.0002 
[1 2 5 10 20 50 100], 143, 543770, 0.63834, 339, 0.00047, 251, 0.00021 
[1 2 5 10 20 50 100], 144, 562263, 0.65957, 341, 0.00048, 253, 0.00021 
[1 2 5 10 20 50 100], 145, 581297, 0.68705, 344, 0.00048, 255, 0.00021 
[1 2 5 10 20 50 100], 146, 600872, 0.71027, 346, 0.00046, 256, 0.00021 
[1 2 5 10 20 50 100], 147, 620988, 0.73563, 348, 0.00048, 258, 0.00021 
[1 2 5 10 20 50 100], 148, 641645, 0.75904, 350, 0.00048, 259, 0.00021 
[1 2 5 10 20 50 100], 149, 662843, 0.78349, 352, 0.00047, 261, 0.00021 
[1 2 5 10 20 50 100], 150, 684716, 0.81244, 358, 0.00048, 265, 0.00021 
